date,open,high,low,close,volume,amount,stock_code,stock_name,market
2018-11-23,254.78,256.26,249.62,253.12,13034354,3488588962.0,HK.00700,腾讯控股,HK
2018-11-26,254.78,259.94,253.67,259.39,16446083,4496202186.0,HK.00700,腾讯控股,HK
2018-11-27,260.68,264.74,257.92,264.74,29682666,8241724291.0,HK.00700,腾讯控股,HK
2018-11-28,267.69,275.06,265.66,274.88,37299502,10695221921.0,HK.00700,腾讯控股,HK
2018-11-29,279.67,280.41,269.71,272.3,41316010,11981886936.0,HK.00700,腾讯控股,HK
2018-11-30,273.03,275.06,268.98,272.3,25128119,7237738475.0,HK.00700,腾讯控股,HK
2018-12-03,287.05,287.23,279.67,284.1,38123103,11402534414.0,HK.00700,腾讯控股,HK
2018-12-04,285.39,287.41,279.86,287.41,27362806,8184725625.0,HK.00700,腾讯控股,HK
2018-12-05,277.83,283.17,275.98,280.59,28211256,8322231710.0,HK.00700,腾讯控股,HK
2018-12-06,272.48,276.72,264.74,265.11,34131329,9689369942.0,HK.00700,腾讯控股,HK
2018-12-07,265.66,273.96,265.66,271.01,33594889,9611713548.0,HK.00700,腾讯控股,HK
2018-12-10,265.11,269.53,264.55,268.61,18952868,5354125553.0,HK.00700,腾讯控股,HK
2018-12-11,270.27,273.77,268.79,271.56,18498285,5303638966.0,HK.00700,腾讯控股,HK
2018-12-12,275.98,278.56,274.69,276.72,17418831,5091410473.0,HK.00700,腾讯控股,HK
2018-12-13,277.83,280.41,276.72,278.38,15331794,4505836301.0,HK.00700,腾讯控股,HK
2018-12-14,271.56,272.66,268.42,269.35,18486153,5285130604.0,HK.00700,腾讯控股,HK
2018-12-17,271.19,271.19,266.21,269.35,14960180,4255125703.0,HK.00700,腾讯控股,HK
2018-12-18,263.45,266.4,261.42,263.82,20361242,5684086439.0,HK.00700,腾讯控股,HK
2018-12-19,262.16,265.66,261.97,264.0,15909739,4436088603.0,HK.00700,腾讯控股,HK
2018-12-20,261.42,265.84,260.87,262.71,17671215,4918382421.0,HK.00700,腾讯控股,HK
2018-12-21,259.57,278.38,258.47,275.25,45157200,12971090620.0,HK.00700,腾讯控股,HK
2018-12-24,275.25,275.25,269.16,271.01,15815761,4534628820.0,HK.00700,腾讯控股,HK
2018-12-27,272.3,276.72,267.69,270.08,19141982,5507256851.0,HK.00700,腾讯控股,HK
2018-12-28,271.37,273.03,268.98,270.45,12520392,3576147019.0,HK.00700,腾讯控股,HK
2018-12-31,270.45,277.09,270.45,274.14,10730371,3108378236.0,HK.00700,腾讯控股,HK
2019-01-02,275.06,275.06,266.95,267.32,17053972,4843091311.0,HK.00700,腾讯控股,HK
2019-01-03,264.92,269.9,263.82,265.84,17811940,5014756478.0,HK.00700,腾讯控股,HK
2019-01-04,261.6,271.37,261.6,271.01,20967556,5931853809.0,HK.00700,腾讯控股,HK
2019-01-07,277.83,278.56,273.77,277.46,27000939,7881080851.0,HK.00700,腾讯控股,HK
2019-01-08,277.83,278.38,272.3,275.61,17643686,5117192843.0,HK.00700,腾讯控股,HK
2019-01-09,279.49,286.68,279.12,286.68,34580899,10326149616.0,HK.00700,腾讯控股,HK
2019-01-10,287.97,288.71,282.62,287.97,27019432,8155421921.0,HK.00700,腾讯控股,HK
